,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
88,Xele.ptg000001l.199,P49099,NA,Cytochrome B5-like protein,"GO:0009707,GO:0003729,GO:0009703,GO:0016717,GO:0020037,GO:0030151,GO:0042802,GO:0071949,GO:0006636,GO:0006809,GO:0009416,GO:0009610,GO:0042128,GO:0042759","chloroplast outer membrane,mRNA binding,nitrate reductase (NADH) activity,oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water,heme binding,molybdenum ion binding,identical protein binding,FAD binding,unsaturated fatty acid biosynthetic process,nitric oxide biosynthetic process,response to light stimulus,response to symbiotic fungus,nitrate assimilation,long-chain fatty acid biosynthetic process",Cluster 8
89,Xele.ptg000001l.202,NA,XP_023769432.1uncharacterized protein LOC111918015,NA,NA,NA,Cluster 1
90,Xele.ptg000001l.205,PYL2,NA,Abscisic acid receptor PYL3,"GO:0062049,GO:0042803,GO:0009651,GO:0080163,GO:0038023,GO:1902584,GO:0044389,GO:0006952,GO:0009845,GO:0009867,GO:0005886,GO:0009789,GO:0009409,GO:0004864,GO:0010427,GO:0005829,GO:1905183""","protein phosphatase inhibitor complex,protein homodimerization activity,response to salt stress,regulation of protein serine/threonine phosphatase activity,signaling receptor activity,positive regulation of response to water deprivation,ubiquitin-like protein ligase binding,defense response,seed germination,jasmonic acid mediated signaling pathway,plasma membrane,positive regulation of abscisic acid-activated signaling pathway,response to cold,protein phosphatase inhibitor activity,abscisic acid binding,cytosol,negative regulation of protein serine/threonine phosphatase activity",Cluster 4
91,Xele.ptg000001l.206,PYL2,NA,Abscisic acid receptor PYL3,"GO:0062049,GO:0042803,GO:0009651,GO:0080163,GO:0038023,GO:1902584,GO:0044389,GO:0006952,GO:0009845,GO:0009867,GO:0005886,GO:0009789,GO:0009409,GO:0004864,GO:0010427,GO:0005829,GO:1905183""","protein phosphatase inhibitor complex,protein homodimerization activity,response to salt stress,regulation of protein serine/threonine phosphatase activity,signaling receptor activity,positive regulation of response to water deprivation,ubiquitin-like protein ligase binding,defense response,seed germination,jasmonic acid mediated signaling pathway,plasma membrane,positive regulation of abscisic acid-activated signaling pathway,response to cold,protein phosphatase inhibitor activity,abscisic acid binding,cytosol,negative regulation of protein serine/threonine phosphatase activity",Cluster 7
92,Xele.ptg000001l.210,NA,XP_009409688.1PREDICTED: uncharacterized protein LOC103991873,NA,NA,NA,Cluster 2
93,Xele.ptg000001l.217,STY13,NA,Probable serine/threonine-protein kinase SIS8,"GO:1900150,GO:0090333,GO:0009651,GO:0010182,GO:0046777,GO:0009658,GO:0009414,GO:0005769,GO:0005802,GO:0004713,GO:0008219,GO:0004712,GO:0048367,GO:0005829,GO:0012510,GO:2000031,GO:2000030,GO:0045995,GO:1900424,GO:0005886,GO:0009723,GO:0009788,GO:0005515,GO:0071244,GO:0002229,GO:0019199,GO:0004709,GO:0010344","regulation of defense response to fungus,regulation of stomatal closure,response to salt stress,sugar mediated signaling pathway,protein autophosphorylation,chloroplast organization,response to water deprivation,early endosome,trans-Golgi network,protein tyrosine kinase activity,cell death,protein serine/threonine/tyrosine kinase activity,shoot system development,cytosol,trans-Golgi network transport vesicle membrane,regulation of salicylic acid mediated signaling pathway,regulation of response to red or far red light,regulation of embryonic development,regulation of defense response to bacterium,plasma membrane,response to ethylene,negative regulation of abscisic acid-activated signaling pathway,protein binding,cellular response to carbon dioxide,defense response to oomycetes,transmembrane receptor protein kinase activity,MAP kinase kinase kinase activity,seed oilbody biogenesis",Cluster 4
94,Xele.ptg000001l.220,CGLD27,NA,"Protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic","GO:1990641""",response to iron ion starvation,Cluster 2
95,Xele.ptg000001l.221,RTH,NA,Protein REVERSION-TO-ETHYLENE SENSITIVITY1,"GO:0005789,GO:0005515,GO:0023056,GO:0010105,GO:0000139""","endoplasmic reticulum membrane,protein binding,positive regulation of signaling,negative regulation of ethylene-activated signaling pathway,Golgi membrane",Cluster 2
96,Xele.ptg000001l.225,LOC103721044,XP_039117302.1protein ALP1-like,NA,GO:0046872,metal ion binding,Cluster 1
97,Xele.ptg000001l.226,LOC_Os01g46760,NA,Probable protein phosphatase 2C 6,"GO:0019901,GO:0010030,GO:0010360,GO:0006470,GO:0006970,GO:0022414,GO:0043169,GO:1902456,GO:0006469,GO:0009414,GO:0009788,GO:0004722,GO:0009409,GO:0009408,GO:0016020,GO:0051607,GO:0005829,GO:0010205","protein kinase binding,positive regulation of seed germination,negative regulation of anion channel activity,protein dephosphorylation,response to osmotic stress,reproductive process,cation binding,regulation of stomatal opening,negative regulation of protein kinase activity,response to water deprivation,negative regulation of abscisic acid-activated signaling pathway,protein serine/threonine phosphatase activity,response to cold,response to heat,membrane,defense response to virus,cytosol,photoinhibition",Cluster 3
98,Xele.ptg000001l.227,NA,XP_010936166.1uncharacterized protein LOC105055858,NA,NA,NA,Cluster 7
99,Xele.ptg000001l.235,HSP17.9-D,NA,17.1 kDa class II heat shock protein,"GO:0005829,GO:0043621,GO:0051082,GO:0006457,GO:0006972,GO:0009408,GO:0009651,GO:0042542,GO:0051259""","cytosol,protein self-association,unfolded protein binding,protein folding,hyperosmotic response,response to heat,response to salt stress,response to hydrogen peroxide,protein complex oligomerization",Cluster 1
100,Xele.ptg000001l.239,102705538,XP_038978557.1uncharacterized protein LOC120108917,NA,NA,NA,Cluster 2
101,Xele.ptg000001l.243,LOC105061196,NA,NA,"GO:0005759,GO:0032981,GO:0034551""","mitochondrial matrix,mitochondrial respiratory chain complex I assembly,mitochondrial respiratory chain complex III assembly",Cluster 1
102,Xele.ptg000001l.245,HIR2,NA,Hypersensitive-induced response protein-like protein 1,"GO:0005886,GO:0043424""","plasma membrane,protein histidine kinase binding",Cluster 2
103,Xele.ptg000001l.246,HIR2,NA,Hypersensitive-induced reaction 1 protein,"GO:0005886,GO:0043424""","plasma membrane,protein histidine kinase binding",Cluster 8
104,Xele.ptg000001l.248,LOI1,NA,Pentatricopeptide repeat-containing protein At1g31920,"GO:0009507,GO:0003729,GO:0004519,GO:0005515,GO:0000963,GO:0006397,GO:0009240,GO:0016554,GO:0031425,GO:0044281,GO:0080156,GO:1901135","chloroplast,mRNA binding,endonuclease activity,protein binding,mitochondrial RNA processing,mRNA processing,isopentenyl diphosphate biosynthetic process,cytidine to uridine editing,chloroplast RNA processing,small molecule metabolic process,mitochondrial mRNA modification,carbohydrate derivative metabolic process",Cluster 9
105,Xele.ptg000001l.249,PCMP-H80,NA,Putative pentatricopeptide repeat-containing protein At5g40405,"GO:0009507,GO:0003729,GO:0004519,GO:0005515,GO:0008270,GO:0006396,GO:0080156,GO:1900865","chloroplast,mRNA binding,endonuclease activity,protein binding,zinc ion binding,RNA processing,mitochondrial mRNA modification,chloroplast RNA modification",Cluster 9
106,Xele.ptg000001l.252,IQD31,NA,Protein IQ-DOMAIN 31,"GO:0005635,GO:0005730,GO:0005876,GO:0005886,GO:0009524,GO:0055028,GO:0005516,GO:0051211,GO:0051592,GO:0070507,GO:0072699,GO:2001006""","nuclear envelope,nucleolus,spindle microtubule,plasma membrane,phragmoplast,cortical microtubule,calmodulin binding,anisotropic cell growth,response to calcium ion,regulation of microtubule cytoskeleton organization,protein localization to cortical microtubule cytoskeleton,regulation of cellulose biosynthetic process",Cluster 2
107,Xele.ptg000001l.254,100792781,XP_042405457.1uncharacterized protein LOC121995759,NA,NA,NA,Cluster 2
108,Xele.ptg000001l.255,"VDE1""",NA,"Violaxanthin de-epoxidase, chloroplastic",NA,NA,Cluster 1
109,Xele.ptg000001l.258,P31757,NA,Alliin lyase,"GO:0005789,GO:0004021,GO:0004838,GO:0030170,GO:0031404,GO:0042803,GO:0047312,GO:0047654,GO:0050048,GO:0050362,GO:0080097,GO:0080098,GO:0080099,GO:0080100,GO:0080130,GO:0009641,GO:0009684,GO:0009723,GO:0009926,GO:0009958,GO:0010078,GO:0010588,GO:0042742,GO:0043562,GO:0048467,GO:0048527,GO:0080022","endoplasmic reticulum membrane,L-alanine:2-oxoglutarate aminotransferase activity,L-tyrosine:2-oxoglutarate aminotransferase activity,pyridoxal phosphate binding,chloride ion binding,protein homodimerization activity,L-phenylalanine:pyruvate aminotransferase activity,alliin lyase activity,L-leucine:2-oxoglutarate aminotransferase activity,L-tryptophan:2-oxoglutarate aminotransferase activity,L-tryptophan:pyruvate aminotransferase activity,L-tyrosine:pyruvate aminotransferase activity,L-methionine:2-oxoglutarate aminotransferase activity,L-glutamine:2-oxoglutarate aminotransferase activity,L-phenylalanine:2-oxoglutarate aminotransferase activity,shade avoidance,indoleacetic acid biosynthetic process,response to ethylene,auxin polar transport,positive gravitropism,maintenance of root meristem identity,cotyledon vascular tissue pattern formation,defense response to bacterium,cellular response to nitrogen levels,gynoecium development,lateral root development,primary root development",Cluster 8
110,Xele.ptg000001l.259,PCMP-E90,NA,"Pentatricopeptide repeat-containing protein At3g57430, chloroplastic","GO:0009507,GO:0003729,GO:0006629,GO:0006950,GO:0007165,GO:0009451,GO:0009628,GO:0009743,GO:0009791,GO:0016071,GO:0031425""","chloroplast,mRNA binding,lipid metabolic process,response to stress,signal transduction,RNA modification,response to abiotic stimulus,response to carbohydrate,post-embryonic development,mRNA metabolic process,chloroplast RNA processing",Cluster 9
111,Xele.ptg000001l.260,NA,XP_010927480.1uncharacterized protein LOC105049488,NA,NA,NA,Cluster 2
112,Xele.ptg000001l.263,AMADH1B,NA,Aldehyde dehydrogenase family 2 member C4,"GO:0005777,GO:0005829,GO:0008774,GO:0008802,GO:0008957,GO:0018479,GO:0019145,GO:0030955,GO:0031402,GO:0042803,GO:0043878,GO:0047105,GO:0047107,GO:0050269,GO:0007623,GO:0008299,GO:0009699,GO:0010597,GO:0019285,GO:0071454,GO:0110095","peroxisome,cytosol,acetaldehyde dehydrogenase (acetylating) activity,betaine-aldehyde dehydrogenase activity,phenylacetaldehyde dehydrogenase activity,benzaldehyde dehydrogenase (NAD+) activity,aminobutyraldehyde dehydrogenase activity,potassium ion binding,sodium ion binding,protein homodimerization activity,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,4-trimethylammoniobutyraldehyde dehydrogenase activity,gamma-guanidinobutyraldehyde dehydrogenase activity,coniferyl-aldehyde dehydrogenase activity,circadian rhythm,isoprenoid biosynthetic process,phenylpropanoid biosynthetic process,green leaf volatile biosynthetic process,glycine betaine biosynthetic process from choline,cellular response to anoxia,cellular detoxification of aldehyde",Cluster 10
113,Xele.ptg000001l.268,LIP4,NA,GDSL esterase/lipase At2g27360,"GO:0110165,GO:0050285,GO:0006629","cellular anatomical entity,sinapine esterase activity,lipid metabolic process",Cluster 8
114,Xele.ptg000001l.269,UTR5,NA,UDP-galactose/UDP-glucose transporter 3,"GO:0000139,GO:0005789,GO:0005459,GO:0005460,GO:0015297,GO:0008643,GO:0009553,GO:0009555,GO:0015786,GO:0030968,GO:0072334""","Golgi membrane,endoplasmic reticulum membrane,UDP-galactose transmembrane transporter activity,UDP-glucose transmembrane transporter activity,antiporter activity,carbohydrate transport,embryo sac development,pollen development,UDP-glucose transmembrane transport,endoplasmic reticulum unfolded protein response,UDP-galactose transmembrane transport",Cluster 2
115,Xele.ptg000001l.271,ATJ15,NA,DnaJ protein homolog,"GO:0005788,GO:0009507,GO:0031090,GO:0008092,GO:0016491,GO:0043167,GO:0006457,GO:0009553,GO:0009860,GO:0009958,GO:0034605,GO:0044794","endoplasmic reticulum lumen,chloroplast,organelle membrane,cytoskeletal protein binding,oxidoreductase activity,ion binding,protein folding,embryo sac development,pollen tube growth,positive gravitropism,cellular response to heat,positive regulation by host of viral process",Cluster 5
116,Xele.ptg000001l.277,P25010,NA,Cyclin-A2-1,"GO:0016538,GO:0007140,GO:0000307,GO:0007135,GO:0051301,GO:0051445,GO:0005515,GO:0005737,GO:2000123,GO:0010389,GO:0010311""","cyclin-dependent protein serine/threonine kinase regulator activity,male meiotic nuclear division,cyclin-dependent protein kinase holoenzyme complex,meiosis II,cell division,regulation of meiotic cell cycle,protein binding,cytoplasm,positive regulation of stomatal complex development,regulation of G2/M transition of mitotic cell cycle,lateral root formation",Cluster 2
117,Xele.ptg000001l.278,PRP19B,NA,Transcriptional corepressor LEUNIG,"GO:0019538,GO:0010044,GO:0009793,GO:1901001,GO:0009611,GO:0046898,GO:0048359,GO:0048358,GO:0009416,GO:0009414,GO:0009733,GO:0006979,GO:0009827,GO:0044085,GO:0001666,GO:0045892,GO:0009909,GO:0140513,GO:0045893,GO:0071217,GO:0010272,GO:0140096,GO:1902183,GO:0007165,GO:1902066,GO:0010073,GO:0080001,GO:0045995,GO:0006396,GO:0009620,GO:0006974,GO:0009944,GO:0009624,GO:0098542,GO:0009617,GO:0005515,GO:0003713,GO:0005737,GO:2000024,GO:0016740,GO:0051512","protein metabolic process,response to aluminum ion,embryo development ending in seed dormancy,negative regulation of response to salt stress,response to wounding,response to cycloheximide,mucilage metabolic process involved in seed coat development,mucilage pectin biosynthetic process,response to light stimulus,response to water deprivation,response to auxin,response to oxidative stress,plant-type cell wall modification,cellular component biogenesis,response to hypoxia,negative regulation of DNA-templated transcription,regulation of flower development,nuclear protein-containing complex,positive regulation of DNA-templated transcription,cellular response to external biotic stimulus,response to silver ion,catalytic activity, acting on a protein,regulation of shoot apical meristem development,signal transduction,regulation of cell wall pectin metabolic process,meristem maintenance,mucilage extrusion from seed coat,regulation of embryonic development,RNA processing,response to fungus,DNA damage response,polarity specification of adaxial/abaxial axis,response to nematode,defense response to other organism,response to bacterium,protein binding,transcription coactivator activity,cytoplasm,regulation of leaf development,transferase activity,positive regulation of unidimensional cell growth",Cluster 1
118,Xele.ptg000001l.280,A4A49_23888,XP_010925122.1uncharacterized protein LOC105047753,NA,NA,NA,Cluster 1
119,Xele.ptg000001l.281,ABCG47,NA,ABC transporter G family member 44,"GO:0005886,GO:0005515,GO:0005524,GO:0015562,GO:0016887,GO:0140359,GO:0002229,GO:0009408,GO:0009409,GO:0009723,GO:0009738,GO:0009751,GO:0009753,GO:0009914,GO:0010193,GO:0010496,GO:0015692,GO:0042631,GO:0042908,GO:0048581,GO:0080168,GO:0090332,GO:0098657,GO:0098739,GO:2000032","plasma membrane,protein binding,ATP binding,efflux transmembrane transporter activity,ATP hydrolysis activity,ABC-type transporter activity,defense response to oomycetes,response to heat,response to cold,response to ethylene,abscisic acid-activated signaling pathway,response to salicylic acid,response to jasmonic acid,hormone transport,response to ozone,intercellular transport,lead ion transport,cellular response to water deprivation,xenobiotic transport,negative regulation of post-embryonic development,abscisic acid transport,stomatal closure,import into cell,import across plasma membrane,regulation of secondary shoot formation",Cluster 2
120,Xele.ptg000001l.282,Q6VAG0,NA,Tubulin alpha-1 chain,"GO:0005737,GO:0005874,GO:0045298,GO:0005200,GO:0005515,GO:0005525,GO:0016787,GO:0046872,GO:0000226,GO:0000278,GO:0071258","cytoplasm,microtubule,tubulin complex,structural constituent of cytoskeleton,protein binding,GTP binding,hydrolase activity,metal ion binding,microtubule cytoskeleton organization,mitotic cell cycle,cellular response to gravity",Cluster 8
121,Xele.ptg000001l.283,LOC104592322,XP_009407643.1PREDICTED: uncharacterized protein LOC103990287,NA,NA,NA,Cluster 2
